rp,direction,ground_motion,story_1,story_2,story_3,story_4,story_5,story_6,story_7,story_8,story_9,story_10,story_11,story_12,story_13,story_14,story_15,story_16,story_17,story_18,story_19,story_20
43,1,37,0.000545109,0.000873722,0.000961732,0.000975028,0.000964365,0.000921225,0.00088936,0.000855914,0.000834013,0.000841309,0.000902485,0.000924488,0.000905015,0.000867998,0.00083011,0.000850514,0.00082596,0.000716866,0.000580439,0.000450543
43,1,38,0.000846983,0.0013715,0.00153019,0.00157665,0.00159302,0.00156331,0.00152697,0.00148129,0.00142759,0.00137721,0.00139871,0.00136654,0.00129504,0.00123285,0.00119715,0.00126213,0.00126521,0.00112862,0.000929385,0.000721347
43,1,39,0.000386816,0.00063267,0.000709627,0.000727882,0.000714305,0.000694061,0.00071112,0.000733229,0.000756088,0.000787062,0.000862677,0.000899936,0.000889668,0.000853371,0.000808752,0.000887085,0.00105616,0.00101958,0.000843096,0.000607188
43,1,40,0.000839109,0.00132174,0.00140918,0.0013575,0.00130809,0.00121886,0.00110503,0.000992227,0.00102735,0.00107072,0.00118176,0.00125418,0.00138664,0.00145663,0.0014521,0.00154759,0.0016842,0.00157655,0.00131143,0.000976772
43,1,41,0.00069435,0.00110063,0.00121837,0.00124888,0.00125804,0.00124305,0.00122238,0.00119501,0.00116167,0.00113581,0.00118717,0.00123417,0.0012288,0.00120471,0.00121212,0.00129568,0.00129731,0.00115189,0.000951814,0.000729722
43,1,42,0.000805338,0.00132073,0.00149633,0.00156486,0.00160217,0.00159346,0.00158654,0.00159175,0.00160137,0.00161312,0.00171268,0.00174195,0.0017007,0.00163169,0.00156275,0.00160342,0.00156674,0.00137621,0.00112677,0.000879165
43,1,43,0.000534686,0.000849926,0.000907006,0.000859812,0.00080035,0.000838477,0.000854427,0.000821287,0.000845701,0.000925209,0.000989607,0.000947827,0.000916195,0.000981797,0.000979554,0.00103621,0.00110765,0.0011086,0.000954519,0.000707845
43,1,44,0.000538586,0.000884515,0.000986241,0.000986996,0.00092538,0.000823135,0.00075786,0.000646129,0.000617452,0.000687021,0.00076145,0.000892907,0.000965791,0.00098267,0.00111187,0.00129797,0.00143714,0.0014216,0.00119791,0.000864471
43,2,1,0.000551221,0.00089852,0.00101469,0.00106511,0.0010929,0.00107957,0.00105253,0.00101205,0.000957439,0.000909536,0.0010788,0.001208,0.00126893,0.00128321,0.00127308,0.00134367,0.00132247,0.00114423,0.000909934,0.000681776
43,2,2,0.000788281,0.00123578,0.00131454,0.00129163,0.00121776,0.00110271,0.000992092,0.000865756,0.000726913,0.00078497,0.000932813,0.00103967,0.00111332,0.00120846,0.00131697,0.00151934,0.00160032,0.00144258,0.00116065,0.000846643
43,2,3,0.000904068,0.00145637,0.00161043,0.00164582,0.00172326,0.00174131,0.00173206,0.00169232,0.00162642,0.00156013,0.00159315,0.00165374,0.00167443,0.0016548,0.00162011,0.00169792,0.00168852,0.00150944,0.00125653,0.000974385
43,2,4,0.000521979,0.000828663,0.000906457,0.000906924,0.000882857,0.00086958,0.000868665,0.000842042,0.000781098,0.000855393,0.000963295,0.00104872,0.00109423,0.00114431,0.00121164,0.00137534,0.00145453,0.00140657,0.00117567,0.00085251
43,2,5,0.000635797,0.00101759,0.00111197,0.00112936,0.00110927,0.00101236,0.00107016,0.00114456,0.00118423,0.00118637,0.00122984,0.00122298,0.00125743,0.00137887,0.00147431,0.00164876,0.00167708,0.00150078,0.00124882,0.00094933
43,2,6,0.000819137,0.00130092,0.0014052,0.00137812,0.00129088,0.00113443,0.000966421,0.000808338,0.00085953,0.0009893,0.00118936,0.00134847,0.00143282,0.00146971,0.00148433,0.00160024,0.00160825,0.00141354,0.00113298,0.000846446
43,2,7,0.000571814,0.000911446,0.000992391,0.000992575,0.000974972,0.000935485,0.000897552,0.000857964,0.000830503,0.000843443,0.000923023,0.000970293,0.000977042,0.000959611,0.00093044,0.000956634,0.00106296,0.00101315,0.000853847,0.000635214
43,2,8,0.000631589,0.00104563,0.00119772,0.00127211,0.0013316,0.00135271,0.00135286,0.00132195,0.00127305,0.00121216,0.0011774,0.00113,0.00105306,0.00106432,0.00106425,0.00114911,0.00119711,0.00109411,0.000927924,0.000683091
43,2,9,0.000710349,0.00115331,0.00128706,0.00131935,0.0013148,0.00125984,0.00123321,0.00122036,0.00121608,0.00123284,0.00133452,0.00139317,0.00139499,0.00136867,0.00143729,0.00167639,0.00180735,0.00167738,0.00139133,0.00103985
43,2,10,0.00118633,0.00192131,0.0021366,0.00218178,0.00216487,0.00206946,0.00205792,0.00203263,0.00199323,0.00195238,0.00201175,0.00212143,0.00211911,0.00205542,0.00198361,0.00210052,0.00212192,0.00188904,0.00153613,0.00115681
43,2,11,0.000792633,0.00123242,0.00135557,0.0014142,0.00141951,0.00133178,0.00132302,0.00132198,0.00129301,0.00123662,0.00127637,0.0013047,0.00126325,0.0012207,0.00119903,0.00121806,0.00123011,0.00115029,0.0010186,0.000816259
43,2,12,0.00059879,0.000951245,0.00102928,0.00101245,0.000955114,0.000883332,0.000903065,0.000908724,0.000883717,0.000836985,0.000850047,0.000890048,0.000923228,0.000969984,0.00103468,0.00116046,0.00132791,0.00130101,0.00111742,0.000840363
43,2,13,0.00113408,0.00177819,0.00188293,0.0018093,0.00185545,0.00186705,0.00188572,0.00189299,0.00187367,0.00186427,0.00195786,0.00196259,0.00189441,0.00181255,0.00173148,0.0019585,0.0021226,0.00199012,0.00165649,0.00123214
43,2,14,0.00110226,0.00176807,0.00191877,0.00187341,0.00172067,0.00148843,0.00140935,0.00137193,0.00139928,0.0014752,0.00164875,0.00170643,0.00162257,0.0015714,0.0015963,0.00181209,0.00212115,0.00207078,0.00173137,0.0012552
43,2,15,0.000770842,0.00124376,0.0013754,0.00139608,0.00137895,0.00131091,0.00123596,0.00116068,0.00107406,0.0010885,0.00123277,0.00132276,0.00133901,0.00131426,0.00127723,0.00133182,0.00131625,0.0011607,0.000947386,0.000727512
43,2,16,0.000585234,0.000950152,0.00105874,0.00108019,0.00106441,0.000995784,0.000907711,0.000807928,0.000767048,0.00081839,0.000965847,0.00105406,0.00106736,0.00107328,0.00110158,0.00124824,0.00133466,0.00123541,0.00102282,0.000763066
43,2,17,0.000937775,0.00151176,0.00167341,0.0017035,0.00168876,0.00161582,0.00153888,0.00146224,0.00139665,0.00135001,0.00137968,0.00135253,0.00127219,0.0011725,0.00108316,0.00110682,0.00108352,0.000989877,0.00082462,0.000633331
43,2,18,0.000782548,0.00127214,0.00143931,0.00151687,0.00156374,0.00155286,0.0015216,0.00147156,0.00140491,0.00133093,0.00131329,0.00130384,0.00138914,0.00142995,0.00143988,0.00153282,0.00151674,0.00131788,0.00105383,0.000795905
43,2,19,0.000297434,0.000470013,0.000501986,0.000485177,0.000447116,0.000396641,0.00035847,0.000365891,0.00041271,0.000441142,0.000483169,0.000516944,0.000537295,0.000543499,0.000539466,0.000563469,0.000595813,0.00055026,0.000456227,0.000342248
43,2,20,0.000354846,0.000557168,0.000596484,0.000586924,0.00060782,0.000610014,0.000604624,0.000595278,0.000583236,0.000566134,0.000567853,0.00057358,0.00058262,0.000570563,0.000555079,0.00058378,0.00056476,0.000482451,0.000406947,0.000321351
43,2,21,0.000684603,0.00110861,0.00123462,0.00126703,0.00127083,0.00123646,0.00119901,0.00115487,0.00111953,0.00110884,0.00124586,0.00132695,0.00133751,0.00130102,0.00124376,0.00126128,0.00119752,0.00100903,0.000812809,0.000626086
43,2,22,0.000315401,0.000511374,0.000570302,0.000584408,0.000589526,0.000569845,0.000538614,0.000510712,0.000520997,0.000545734,0.000619091,0.000672761,0.000688915,0.000681884,0.000670772,0.000717939,0.000728258,0.000656454,0.000541062,0.000410443
43,2,23,0.000419917,0.000632833,0.000641926,0.000605205,0.00055706,0.000492146,0.000425431,0.000407191,0.00040049,0.000458374,0.000595148,0.000699806,0.000750418,0.000814629,0.000901882,0.00105277,0.0011319,0.00105771,0.000880673,0.000653465
43,2,24,0.00069044,0.00104959,0.00112676,0.00114314,0.00113014,0.00109613,0.00106915,0.00103618,0.000988436,0.000913991,0.00105095,0.00125578,0.00132261,0.00127851,0.00139096,0.00162793,0.00173383,0.00168846,0.00143734,0.00105666
43,2,25,0.00090598,0.00141451,0.0014747,0.00136748,0.00119627,0.00112935,0.00120991,0.00132824,0.00139592,0.00140309,0.00142906,0.00137695,0.00135505,0.00153364,0.00174951,0.00216806,0.00245527,0.00233786,0.00194007,0.00142085
43,2,26,0.000612061,0.000952938,0.000991243,0.000916415,0.000783434,0.00061685,0.000585911,0.000581411,0.000672786,0.00076045,0.00087623,0.00093462,0.000958079,0.00100481,0.00107881,0.00125915,0.00142633,0.00138368,0.00115577,0.000833301
43,2,27,0.000454035,0.000674721,0.00064069,0.000574492,0.000511518,0.000468908,0.000559725,0.000601982,0.000601752,0.000590281,0.000604919,0.000640772,0.000652374,0.000645783,0.000792148,0.000936244,0.00105401,0.00109795,0.000959767,0.000704974
43,2,28,0.000931769,0.00149769,0.00167724,0.00175241,0.00178629,0.00174799,0.00167792,0.00158286,0.00149693,0.00144173,0.00149532,0.0015482,0.00153609,0.00153435,0.00152544,0.00168355,0.00175749,0.00163413,0.00138186,0.00106389
43,2,29,0.000967488,0.00153392,0.00167863,0.00169275,0.00167314,0.00161325,0.00153585,0.00143453,0.00132167,0.00131728,0.0014457,0.00152735,0.00154511,0.00152481,0.00148722,0.00154553,0.00150948,0.00134299,0.00111294,0.000863641
43,2,30,0.00134262,0.00215133,0.00236069,0.00240416,0.00241231,0.00231566,0.0022811,0.00228799,0.00226787,0.00223461,0.00230046,0.00228411,0.00221287,0.00211058,0.00201424,0.00209176,0.00205436,0.0017837,0.00149954,0.00116301
43,2,31,0.000815974,0.0013107,0.00144106,0.00145095,0.00140857,0.00129255,0.00115302,0.00100957,0.00096888,0.00100291,0.00111452,0.0012039,0.00124366,0.00122964,0.00129099,0.00147775,0.00152815,0.00135885,0.00111233,0.000839108
43,2,32,0.000931222,0.00149842,0.00165563,0.00168818,0.00169024,0.00164582,0.00162902,0.0016208,0.00160286,0.00158189,0.00163843,0.0016187,0.00153321,0.00142511,0.00133572,0.00142717,0.00143743,0.00129147,0.00107377,0.000839394
43,2,33,0.0010564,0.00168209,0.00181744,0.00178012,0.00166656,0.00165451,0.00169629,0.00167817,0.00159826,0.00153008,0.00168183,0.0018028,0.00182576,0.00177653,0.00169026,0.0017648,0.00177469,0.00159645,0.00138702,0.00105932
43,2,34,0.00100185,0.00159253,0.00172308,0.00170249,0.00166323,0.00168713,0.00169242,0.00165937,0.00163186,0.00157881,0.00161943,0.00165585,0.00158101,0.00144651,0.00137465,0.00158156,0.00168343,0.00153796,0.00125677,0.00096551
43,2,35,0.000415274,0.000632808,0.000652245,0.000658206,0.000668221,0.00064714,0.000662047,0.000720288,0.000779975,0.000824223,0.000896938,0.000899986,0.00101454,0.00108044,0.00109473,0.00115633,0.0011764,0.0010754,0.00087458,0.000649317
43,2,36,0.000484887,0.000715407,0.000676378,0.000551932,0.000457726,0.000471791,0.000602383,0.000711002,0.000787517,0.000839377,0.000907594,0.000867957,0.000718773,0.000529848,0.000638138,0.000932361,0.0011793,0.00127597,0.00117539,0.000874458
43,2,37,0.000545109,0.000873722,0.000961732,0.000975028,0.000964365,0.000921225,0.00088936,0.000855914,0.000834013,0.000841309,0.000902485,0.000924488,0.000905015,0.000867998,0.00083011,0.000850514,0.00082596,0.000716866,0.000580439,0.000450543
43,2,38,0.000846983,0.0013715,0.00153019,0.00157665,0.00159302,0.00156331,0.00152697,0.00148129,0.00142759,0.00137721,0.00139871,0.00136654,0.00129504,0.00123285,0.00119715,0.00126213,0.00126521,0.00112862,0.000929385,0.000721347
43,2,39,0.000386816,0.00063267,0.000709627,0.000727882,0.000714305,0.000694061,0.00071112,0.000733229,0.000756088,0.000787062,0.000862677,0.000899936,0.000889668,0.000853371,0.000808752,0.000887085,0.00105616,0.00101958,0.000843096,0.000607188
43,2,40,0.000839109,0.00132174,0.00140918,0.0013575,0.00130809,0.00121886,0.00110503,0.000992227,0.00102735,0.00107072,0.00118176,0.00125418,0.00138664,0.00145663,0.0014521,0.00154759,0.0016842,0.00157655,0.00131143,0.000976772
43,2,41,0.00069435,0.00110063,0.00121837,0.00124888,0.00125804,0.00124305,0.00122238,0.00119501,0.00116167,0.00113581,0.00118717,0.00123417,0.0012288,0.00120471,0.00121212,0.00129568,0.00129731,0.00115189,0.000951814,0.000729722
43,2,42,0.000805338,0.00132073,0.00149633,0.00156486,0.00160217,0.00159346,0.00158654,0.00159175,0.00160137,0.00161312,0.00171268,0.00174195,0.0017007,0.00163169,0.00156275,0.00160342,0.00156674,0.00137621,0.00112677,0.000879165
43,2,43,0.000534686,0.000849926,0.000907006,0.000859812,0.00080035,0.000838477,0.000854427,0.000821287,0.000845701,0.000925209,0.000989607,0.000947827,0.000916195,0.000981797,0.000979554,0.00103621,0.00110765,0.0011086,0.000954519,0.000707845
43,2,44,0.000538586,0.000884515,0.000986241,0.000986996,0.00092538,0.000823135,0.00075786,0.000646129,0.000617452,0.000687021,0.00076145,0.000892907,0.000965791,0.00098267,0.00111187,0.00129797,0.00143714,0.0014216,0.00119791,0.000864471
72,1,1,0.000857457,0.0013977,0.00157841,0.00165685,0.00170007,0.00167933,0.00163727,0.0015743,0.00148935,0.00141484,0.00167814,0.00187912,0.00197389,0.00199611,0.00198035,0.00209015,0.00205718,0.00177992,0.00141545,0.00106054
72,1,2,0.00122621,0.00192232,0.00204485,0.00200921,0.0018943,0.00171532,0.00154325,0.00134673,0.00113075,0.00122106,0.00145104,0.00161726,0.00173182,0.00187982,0.00204862,0.00236342,0.00248939,0.00224401,0.00180545,0.001317
72,1,3,0.00140632,0.00226544,0.00250509,0.00256017,0.00268063,0.00270871,0.00269431,0.0026325,0.00252999,0.00242688,0.00247823,0.00257249,0.00260468,0.00257414,0.00252018,0.00264121,0.00262665,0.00234805,0.00195461,0.00151568
72,1,4,0.000811969,0.00128903,0.00141005,0.00141077,0.00137334,0.00135268,0.00135126,0.00130984,0.00121504,0.00133061,0.00149846,0.00163135,0.00170215,0.00178004,0.00188478,0.00213942,0.00226261,0.00218801,0.00182882,0.00132613
72,1,5,0.000989013,0.0015829,0.00172973,0.00175678,0.00172553,0.00157478,0.00166468,0.00178041,0.00184213,0.00184545,0.00191309,0.00190241,0.00195601,0.00214491,0.00229338,0.00256474,0.0026088,0.00233455,0.00194262,0.00147674
72,1,6,0.00127421,0.00202366,0.00218586,0.00214375,0.00200803,0.00176467,0.00150332,0.00125741,0.00133704,0.00153891,0.00185011,0.00209762,0.00222883,0.00228622,0.00230896,0.00248926,0.00250173,0.00219883,0.00176242,0.00131669
72,1,7,0.000889489,0.00141781,0.00154372,0.00154401,0.00151662,0.0014552,0.00139619,0.0013346,0.00129189,0.00131202,0.00143581,0.00150934,0.00151984,0.00149272,0.00144734,0.00148809,0.00165349,0.001576,0.0013282,0.000988109
72,1,8,0.000982477,0.00162655,0.00186313,0.00197884,0.00207139,0.00210422,0.00210446,0.00205636,0.0019803,0.00188558,0.00183151,0.00175778,0.00163809,0.00165561,0.00165549,0.0017875,0.00186216,0.00170195,0.00144343,0.00106258
72,1,9,0.00110499,0.00179404,0.0020021,0.00205232,0.00204523,0.00195974,0.00191832,0.00189833,0.00189168,0.00191775,0.00207592,0.00216715,0.00216998,0.00212904,0.00223578,0.00260771,0.00281143,0.00260925,0.00216428,0.00161753
72,1,10,0.0018454,0.00298871,0.0033236,0.00339389,0.00336759,0.00321916,0.0032012,0.00316186,0.00310058,0.00303704,0.00312938,0.0033,0.0032964,0.00319731,0.00308561,0.00326747,0.00330077,0.0029385,0.00238954,0.00179948
72,1,11,0.00123298,0.00191709,0.00210867,0.00219987,0.00220812,0.00207165,0.00205804,0.00205641,0.00201135,0.00192364,0.00198546,0.00202954,0.00196506,0.00189887,0.00186516,0.00189475,0.00191351,0.00178934,0.00158448,0.00126974
72,1,12,0.000931449,0.00147971,0.0016011,0.00157492,0.00148573,0.00137407,0.00140477,0.00141357,0.00137467,0.00130198,0.00132229,0.00138452,0.00143613,0.00150886,0.0016095,0.00180514,0.00206562,0.00202378,0.0017382,0.00130722
72,1,13,0.00176412,0.00276608,0.002929,0.00281447,0.00288625,0.0029043,0.00293335,0.00294465,0.00291459,0.00289997,0.00304557,0.00305292,0.00294686,0.00281952,0.00269341,0.00304655,0.00330182,0.00309574,0.00257676,0.00191666
72,1,14,0.00171463,0.00275033,0.00298476,0.00291419,0.0026766,0.00231534,0.00219232,0.00213411,0.00217666,0.00229475,0.00256472,0.00265445,0.002524,0.00244439,0.00248313,0.00281881,0.00329958,0.00322122,0.00269324,0.00195254
72,1,15,0.00119908,0.00193474,0.0021395,0.00217167,0.00214503,0.0020392,0.0019226,0.00180551,0.00167076,0.00169322,0.00191765,0.00205762,0.00208291,0.00204439,0.0019868,0.00207172,0.0020475,0.00180554,0.00147371,0.00113168
72,1,16,0.000910364,0.00147802,0.00164694,0.00168029,0.00165575,0.001549,0.00141199,0.00125677,0.00119318,0.00127305,0.00150243,0.00163965,0.00166035,0.00166956,0.00171358,0.00194171,0.00207615,0.00192176,0.00159105,0.001187
72,1,17,0.00145876,0.00235163,0.00260307,0.00264988,0.00262696,0.00251349,0.00239381,0.00227461,0.00217257,0.00210002,0.00214617,0.00210394,0.00197896,0.00182388,0.0016849,0.0017217,0.00168545,0.00153979,0.00128272,0.000985167
72,1,18,0.00121729,0.00197888,0.00223892,0.00235958,0.00243248,0.00241556,0.00236694,0.0022891,0.00218542,0.00207034,0.00204289,0.0020282,0.00216088,0.00222436,0.0022398,0.00238439,0.00235937,0.00205003,0.00163927,0.00123807
72,1,19,0.000462668,0.000731121,0.000780856,0.000754709,0.000695504,0.000616989,0.000557611,0.000569162,0.000641989,0.000686215,0.000751588,0.000804125,0.000835782,0.00084543,0.000839155,0.000876496,0.00092681,0.000855951,0.000709679,0.00053238
72,1,20,0.000551979,0.0008667,0.00092786,0.00091299,0.000945487,0.000948905,0.000940526,0.000925995,0.000907266,0.000880666,0.000883341,0.000892229,0.000906297,0.00088755,0.000863469,0.000908116,0.000878526,0.000750486,0.000633035,0.000499888
72,1,21,0.00106494,0.00172449,0.00192051,0.00197093,0.00197684,0.00192338,0.00186513,0.00179646,0.00174149,0.00172486,0.001938,0.00206414,0.00208057,0.0020238,0.00193474,0.00196198,0.00186281,0.0015696,0.00126437,0.00097391
